"Contract_Plan_Segment","Year","Contract_ID","Plan_ID","Segment_ID","Star_Rating","Premium","Annual_Deductible","Drug_Coverage","In_MOOP","Out_MOOP","In_HP_Deductible","Out_HP_Deductible","In_Inpatient","In_Inpatient_numdays","In_Inpatient_inf","Out_Inpatient","Out_Inpatient_numdays","Out_Inpatient_inf","Out_Inpatient_Coin","In_Primary_Min","In_Primary_Max","Out_Primary_Min","Out_Primary_Max","Out_Primary_Coin","In_Specialist_Min","In_Specialist_Max","Out_Specialist_Min","Out_Specialist_Max","Out_Specialist_Coin","Emergency_Care","Urgent_Care_Min","Urgent_Care_Max","In_Ambulance","In_Ambulance_Coin","Out_Ambulance_Min","Out_Ambulance_Max","Out_Ambulance_Coin","In_Vision_Exam","Out_Vision_Exam","Out_Vision_Exam_Coin","In_Hearing_Exam","Out_Hearing_Exam_Min","Out_Hearing_Exam_Max","Out_Hearing_Exam_Coin","Tier1","Tier2","Tier3","Tier4","Tier4_Coin","Tier5_Coin","OTC_Yearly","X..of.preventive.Dental.Coverage","X..of.comprehensive.Dental.Coverage","X14c1_Health_Education","X14c10_In.Home_Safety_Assessment","X14c11_Personal_Emergency_Response_System","X14c12_Medical_Nutrition_Therapy","X14c13_In.Home_Medication_Reconciliation","X14c14_Re.admission_Prevention","X14c15_Wigs_for_Hair_Loss","X14c16_Weight_Management_Programs","X14c17_Alternative_Therapies","X14c2_Nutritional.Dietary_Benefit","X14c3_Smoking_Tobacco_Counseling","X14c4_Fitness_Benefit","X14c5_Enhanced_Disease_Management","X14c6_Telemonitoring_Services","X14c7_Remote_Access_Technologies","X14c8_Bathroom_Safety_Devices","X14c9_Counseling_Services","X14c18_Therapeutic_Massage","X14c19_Adult_Day_Health_Services","X14c20_Home.Based_Palliative_Care","X14c21_In.Home_Support_Services","X14c22_Support_for_Caregivers_of_Enrollees","Star_Rating_NA","Annual_Deductible_NA","Out_MOOP_NA","Out_HP_Deductible_NA","In_Inpatient_numdays_NA","Out_Inpatient_NA","Out_Inpatient_numdays_NA","Out_Inpatient_Coin_NA","Out_Primary_Min_NA","Out_Primary_Max_NA","Out_Primary_Coin_NA","Out_Specialist_Min_NA","Out_Specialist_Max_NA","Out_Specialist_Coin_NA","In_Ambulance_Coin_NA","Out_Ambulance_Min_NA","Out_Ambulance_Max_NA","Out_Ambulance_Coin_NA","In_Vision_Exam_NA","Out_Vision_Exam_NA","Out_Vision_Exam_Coin_NA","Out_Hearing_Exam_Min_NA","Out_Hearing_Exam_Max_NA","Out_Hearing_Exam_Coin_NA","Tier1_NA","Tier2_NA","Tier3_NA","Tier4_NA","Tier4_Coin_NA","Tier5_Coin_NA","OTC_Yearly_NA","X14c18_Therapeutic_Massage_NA","X14c19_Adult_Day_Health_Services_NA","X14c20_Home.Based_Palliative_Care_NA","X14c21_In.Home_Support_Services_NA","X14c22_Support_for_Caregivers_of_Enrollees_NA"
"H2752-1-0",2022,"H2752",1,0,NA,0,0,1,6500,NA,0,0,475,4,0,475,4,0,NA,0,0,0,0,NA,40,40,0,40,NA,90,25,25,260,NA,260,260,NA,0,0,NA,25,25,25,NA,0,4,42,95,NA,0.33,180,4,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H2836-5-0",2021,"H2836",5,0,NA,25,95,1,7550,11300,1000,1000,325,6,0,NA,NA,1,0.4,5,5,35,35,NA,45,45,60,60,NA,90,30,30,295,NA,295,295,NA,0,0,NA,45,60,60,NA,4,13,42,95,NA,0.31,140,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H2836-5-0",2022,"H2836",5,0,NA,0,95,1,7550,7550,750,750,325,6,0,NA,NA,1,0.4,5,5,35,35,NA,45,45,60,60,NA,90,30,30,295,NA,295,295,NA,0,0,NA,45,60,60,NA,4,13,42,95,NA,0.31,140,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H3442-1-0",2020,"H3442",1,0,NA,0,0,1,6700,6700,1000,1000,750,90,1,NA,NA,1,0.3,0,0,20,20,NA,40,40,50,50,NA,90,30,40,260,NA,260,260,NA,0,50,NA,0,50,50,NA,0,0,47,100,NA,0.33,200,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H3442-1-0",2021,"H3442",1,0,NA,0,0,1,6700,10000,1000,1000,750,90,1,NA,NA,1,0.3,0,0,20,20,NA,35,35,55,55,NA,90,30,40,250,NA,250,250,NA,0,55,NA,0,55,55,NA,0,0,47,100,NA,0.33,200,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H3442-1-0",2022,"H3442",1,0,3.5,0,0,1,6700,6700,1,1,750,90,1,NA,NA,1,0.3,0,0,20,20,NA,45,45,65,65,NA,90,40,40,270,NA,270,270,NA,0,65,NA,0,65,65,NA,0,0,47,100,NA,0.33,200,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H3528-10-0",2019,"H3528",10,0,4,0,0,1,6700,6700,0,0,465,4,0,465,4,0,NA,0,0,0,0,NA,45,45,45,45,NA,90,50,50,325,NA,325,325,NA,45,45,NA,45,45,45,NA,2,10,42,95,NA,0.33,NA,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
"H3528-10-0",2020,"H3528",10,0,4.5,0,275,1,6700,NA,0,0,490,4,0,490,4,0,NA,0,20,0,20,NA,50,50,50,50,NA,90,50,50,325,NA,325,325,NA,45,45,NA,50,50,50,NA,2,10,42,95,NA,0.28,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-10-0",2021,"H3528",10,0,4,0,275,1,7550,NA,0,0,490,4,0,490,4,0,NA,25,25,25,25,NA,50,50,50,50,NA,90,50,50,415,NA,415,415,NA,45,45,NA,50,50,50,NA,2,10,42,95,NA,0.28,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-10-0",2022,"H3528",10,0,4,0,275,1,7550,NA,0,0,490,4,0,490,4,0,NA,15,15,15,15,NA,50,50,50,50,NA,90,50,50,415,NA,415,415,NA,45,45,NA,50,50,50,NA,2,10,42,95,NA,0.28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H3528-11-1",2019,"H3528",11,1,4,46,300,1,6700,10000,0,0,465,4,0,NA,NA,1,0.5,0,20,NA,NA,0.5,50,50,NA,NA,0.5,90,50,50,325,NA,325,325,NA,50,NA,0.5,50,NA,NA,0.5,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
"H3528-11-1",2020,"H3528",11,1,4.5,49,300,1,5500,10000,0,0,465,4,0,0,NA,1,0.5,0,5,NA,NA,0.5,50,50,NA,NA,0.5,90,50,50,325,NA,325,325,NA,50,NA,NA,50,NA,NA,0.5,2,10,42,95,NA,0.27,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-11-1",2021,"H3528",11,1,4,49,300,1,5500,10000,0,0,465,4,0,NA,NA,1,0.5,5,5,NA,NA,0.5,50,50,NA,NA,0.5,90,50,50,325,NA,325,325,NA,50,NA,NA,50,NA,NA,0.5,2,10,42,95,NA,0.27,200,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"H3528-11-1",2022,"H3528",11,1,3.5,46,300,1,5500,10000,0,0,465,4,0,NA,NA,1,0.35,5,5,NA,NA,0.35,50,50,NA,NA,0.35,95,50,50,325,NA,325,325,NA,50,NA,NA,50,NA,NA,0.35,2,10,42,95,NA,0.27,200,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"H3528-11-2",2019,"H3528",11,2,4,66,300,1,6700,10000,0,0,465,4,0,NA,NA,1,0.5,0,20,NA,NA,0.5,50,50,NA,NA,0.5,90,50,50,325,NA,325,325,NA,50,NA,0.5,50,NA,NA,0.5,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
"H3528-11-2",2020,"H3528",11,2,4.5,69,300,1,5500,10000,0,0,465,4,0,NA,NA,1,0.5,0,5,NA,NA,0.5,50,50,NA,NA,0.5,90,50,50,325,NA,325,325,NA,50,NA,NA,50,NA,NA,0.5,2,10,42,95,NA,0.27,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-11-2",2021,"H3528",11,2,4,69,300,1,5500,10000,0,0,465,4,0,NA,NA,1,0.5,5,5,NA,NA,0.5,50,50,NA,NA,0.5,90,50,50,325,NA,325,325,NA,50,NA,NA,50,NA,NA,0.5,2,10,42,95,NA,0.27,200,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"H3528-11-2",2022,"H3528",11,2,4,70,300,1,5500,NA,0,0,465,4,0,NA,NA,1,0.5,5,5,NA,NA,0.5,50,50,NA,NA,0.5,90,50,50,325,NA,325,325,NA,50,NA,NA,50,NA,NA,0.5,2,10,42,95,NA,0.27,200,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"H3528-12-1",2019,"H3528",12,1,4,120,300,1,6000,10000,0,0,375,4,0,NA,NA,1,0.3,0,15,50,50,NA,35,35,50,50,NA,90,35,35,300,NA,300,300,NA,35,50,NA,35,50,50,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
"H3528-12-2",2019,"H3528",12,2,4,140,300,1,6000,10000,0,0,375,4,0,NA,NA,1,0.3,0,15,50,50,NA,35,35,50,50,NA,90,35,35,300,NA,300,300,NA,35,50,NA,35,50,50,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
"H3528-13-1",2019,"H3528",13,1,4,186,300,1,3400,NA,0,0,345,5,0,345,5,0,NA,0,10,0,10,NA,30,30,30,30,NA,90,30,30,200,NA,200,200,NA,30,30,NA,30,30,30,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
"H3528-13-2",2019,"H3528",13,2,4,172,300,1,3400,NA,0,0,345,5,0,345,5,0,NA,0,10,0,10,NA,30,30,30,30,NA,90,30,30,200,NA,200,200,NA,30,30,NA,30,30,30,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
"H3528-14-0",2019,"H3528",14,0,4,0,300,1,6700,NA,1000,NA,465,4,0,465,4,0,NA,10,10,10,10,NA,50,50,50,50,NA,90,50,50,385,NA,385,385,NA,50,50,NA,50,50,50,NA,2,10,42,95,NA,0.27,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
"H3528-14-0",2020,"H3528",14,0,4.5,0,435,1,6700,NA,250,NA,479,3,0,479,3,0,NA,0,0,0,0,NA,45,45,40,40,NA,90,45,45,385,NA,385,385,NA,45,45,NA,45,45,45,NA,2,10,42,95,NA,0.25,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-14-0",2021,"H3528",14,0,4,0,445,1,7550,NA,0,0,490,3,0,490,3,0,NA,10,10,10,10,NA,45,45,45,45,NA,90,45,45,385,NA,385,385,NA,45,45,NA,45,45,45,NA,2,10,42,95,NA,0.25,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-14-0",2022,"H3528",14,0,4,0,445,1,7550,NA,395,NA,490,3,0,490,3,0,NA,10,10,10,10,NA,45,45,45,45,NA,90,45,45,385,NA,385,385,NA,45,45,NA,45,45,45,NA,2,10,42,95,NA,0.25,240,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H3528-15-0",2020,"H3528",15,0,4.5,133,300,1,6000,10000,0,0,375,4,0,NA,NA,1,0.3,0,15,50,50,NA,35,35,50,50,NA,90,35,35,0,NA,0,0,NA,35,NA,NA,35,50,50,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-15-0",2021,"H3528",15,0,4,134,300,1,6000,10000,0,0,375,4,0,NA,NA,1,0.3,15,15,50,50,NA,35,35,50,50,NA,90,35,35,300,NA,300,300,NA,35,NA,NA,35,50,50,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-15-0",2022,"H3528",15,0,4,135,300,1,6000,6000,0,0,375,4,0,NA,NA,1,0.3,15,15,50,50,NA,35,35,50,50,NA,90,35,35,300,NA,300,300,NA,35,NA,NA,35,50,50,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-16-0",2020,"H3528",16,0,4.5,182,300,1,3400,NA,0,0,345,5,0,345,5,0,NA,0,10,0,10,NA,30,30,30,30,NA,90,30,30,200,NA,200,200,NA,30,30,NA,30,30,30,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-16-0",2021,"H3528",16,0,4,183,300,1,3400,NA,0,0,345,5,0,345,5,0,NA,10,10,10,10,NA,30,30,30,30,NA,90,30,30,200,NA,200,200,NA,30,NA,NA,30,30,30,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-16-0",2022,"H3528",16,0,4,184,300,1,3400,NA,0,0,345,5,0,345,5,0,NA,10,10,10,10,NA,30,30,30,30,NA,90,30,30,200,NA,200,200,NA,30,30,NA,30,30,30,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-17-0",2021,"H3528",17,0,4,0,445,1,7550,7550,1000,NA,495,3,0,495,3,0,NA,25,25,25,25,NA,50,50,50,50,NA,90,50,50,395,NA,395,395,NA,10,10,NA,40,40,40,NA,2,10,42,95,NA,0.25,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H3528-17-0",2022,"H3528",17,0,4,0,445,1,7550,NA,1,1,495,3,0,495,3,0,NA,20,20,20,20,NA,45,45,45,45,NA,90,50,50,395,NA,395,395,NA,10,10,NA,40,40,40,NA,2,10,42,95,NA,0.25,240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"H3528-3-0",2019,"H3528",3,0,4,0,NA,0,6000,NA,0,0,295,6,0,295,6,0,NA,0,0,0,0,NA,10,10,10,10,NA,90,10,10,50,NA,50,50,NA,10,10,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"H3528-3-0",2020,"H3528",3,0,4.5,0,NA,0,6000,NA,0,0,295,6,0,295,6,0,NA,0,0,0,0,NA,10,10,10,10,NA,90,10,10,50,NA,50,50,NA,10,10,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"H3528-3-0",2021,"H3528",3,0,4,0,NA,0,6000,NA,0,0,295,6,0,295,6,0,NA,0,0,0,0,NA,10,10,10,10,NA,90,10,10,50,NA,50,50,NA,10,0.1,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"H3528-3-0",2022,"H3528",3,0,4,0,NA,0,6000,NA,0,0,295,6,0,295,6,0,NA,0,0,0,0,NA,10,10,10,10,NA,90,10,10,50,NA,50,50,NA,10,10,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,300,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
"H3528-6-0",2019,"H3528",6,0,4,237,300,1,5300,10000,0,0,285,6,0,450,6,1,NA,15,15,40,40,NA,30,30,40,40,NA,90,30,30,200,NA,200,200,NA,30,40,NA,30,40,40,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
"H3528-6-0",2020,"H3528",6,0,4.5,240,300,1,5300,10000,0,0,285,6,0,450,6,1,NA,0,15,40,40,NA,30,30,40,40,NA,90,30,30,200,NA,200,200,NA,30,NA,NA,30,40,40,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-6-0",2021,"H3528",6,0,4,241,300,1,5300,10000,0,0,285,6,0,450,6,1,NA,15,15,40,40,NA,30,30,40,40,NA,90,30,30,200,NA,200,200,NA,30,NA,NA,30,40,40,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H3528-6-0",2022,"H3528",6,0,4,242,300,1,5300,5300,0,0,285,6,0,450,6,1,NA,15,15,40,40,NA,30,30,40,40,NA,90,30,30,200,NA,200,200,NA,30,30,NA,30,40,40,NA,2,10,42,95,NA,0.27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"H5273-1-0",2019,"H5273",1,0,NA,0,200,1,5900,NA,0,0,425,4,0,425,4,0,NA,0,0,0,0,NA,45,45,45,45,NA,90,45,45,325,NA,325,325,NA,45,45,NA,45,45,45,NA,3,12,45,95,NA,0.29,NA,4,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
